nom,id
Notre-Dame-du-Rosaire,3608189528
Sainte-Euphémie-sur-Rivière-du-Sud,3608189529
Saint-Pierre-de-la-Rivière-du-Sud,3608189530
Saint-François-de-la-Rivière-du-Sud,3608189531
Saint-Damase-de-l'Islet,3608189532
Sainte-Louise,3608189533
Saint-Aubert,3608189534
Saint-Cyrille-de-Lessard,3608189535
Saint-Camille-de-Lellis,3608191113
Saint-Cyprien,3608191114
Saint-Louis-de-Gonzague,3608191115
Sainte-Aurélie,3608191116
Saint-Zacharie,3608191117
Saint-Fabien-de-Panet,3608194984
Saint-Paul-de-Montminy,3608194985
Sainte-Apolline-de-Patton,3608195805
Saint-Marcel,3608195806
Lac-Etchemin,3608199036
Sainte-Justine,3608199037
Saint-Luc-de-Bellechasse,3608199038
Sainte-Sabine,3608199039
Saint-Magloire,3608199040
Sainte-Lucie-de-Beauregard,3608201830
Sainte-Félicité,3608201831
Sainte-Perpétue,3608201832
Saint-Prosper,3608201833
Sainte-Rose-de-Watford,3608201834
Saint-Benjamin,3608201835
Donnacona,3608205571
Pont-Rouge,3608205572
Neuville,3608205573
Saint-Omer,3608216424
Saint-Pamphile,3608216425
Saint-Adalbert,3608216426
Lac-Frontière,3608216427
Saint-Just-de-Bretenières,3608216428
Mont-Carmel,3608217847
Saint-Pacôme,3608217848
Saint-Gabriel-Lalemant,3608217849
Essipit innuat / Innus Essipit,3608218645
Saint-Philippe-de-Néri,3608223958
Saint-Antonin,3608223959
Saint-Modeste,3608223960
Pohénégamook,3608223961
Saint-Athanase,3608223962
Saint-Bruno-de-Kamouraska,3608223963
Saint-Pascal,3608223964
Saint-Donat,3608226225
Sainte-Luce,3608226226
Cacouna,3608227654
Saint-Arsène,3608227655
Saint-Épiphane,3608227656
Saint-François-Xavier-de-Viger,3608227657
Saint-Hubert-de-Rivière-du-Loup,3608227658
Saint-Honoré-de-Témiscouata,3608228145
L'Isle-Verte,3608228146
Notre-Dame-des-Sept-Douleurs,3608228147
Saint-Jean-de-Dieu,3608228418
Sainte-Rita,3608228419
Sainte-Françoise,3608228421
Notre-Dame-des-Neiges,3608228422
Saint-Éloi,3608228423
Saint-Clément,3608228424
Saint-Paul-de-la-Croix,3608228425
Trois-Pistoles,3608228426
Saint-Michel-du-Squatec,3608228985
Saint-Cyprien,3608228986
Témiscouata-sur-le-Lac,3608228987
Saint-Elzéar-de-Témiscouata,3608228988
Saint-Pierre-de-Lamy,3608228989
Saint-Louis-du-Ha! Ha!,3608228990
Saint-Médard,3608228991
Saint-Guy,3608228992
Lac-Boisbouscache,3608228993
Saint-Mathieu-de-Rioux,3608228994
Saint-Simon-de-Rimouski,3608228995
Métis-sur-Mer,3608232989
Grand-Métis,3608232990
Mont-Joli,3608232991
Sainte-Flavie,3608232992
Price,3608232993
Saint-Octave-de-Métis,3608234650
Saint-Joseph-de-Lepage,3608234651
Saint-Damase,3608234681
Padoue,3608234682
Sainte-Angèle-de-Mérici,3608234683
Saint-Gabriel-de-Rimouski,3608234684
Biencourt,3608234773
Gaspé,3608237761
Percé,3608237764
Grande-Vallée,3608237873
Petite-Vallée,3608237874
Cloridorme,3608237875
Rivière-Saint-Jean,3608237876
Sainte-Madeleine-de-la-Rivière-Madeleine,3608237926
Rivière-à-Claude,3608240793
Mont-Saint-Pierre,3608240794
Saint-Maxime-du-Mont-Louis,3608240795
Mont-Albert,3608240888
Sainte-Anne-des-Monts,3608240889
La Martre,3608240890
Marsoui,3608240891
Lejeune,3608241002
Murdochville,3608242523
Saint-Juste-du-Lac,3608244469
Auclair,3608244470
Dégelis,3608244471
Grande-Rivière,3608244714
Sainte-Thérèse-de-Gaspé,3608244715
Rivière-Bleue,3608244716
Saint-Marc-du-Lac-Long,3608244717
Saint-Jean-de-la-Lande,3608244718
Packington,3608244719
Saint-Eusèbe,3608244720
Sainte-Jeanne-d'Arc,3608262620
Saint-Moïse,3608262621
Saint-Noël,3608262622
Val-Brillant,3608262623
Sayabec,3608262624
Lac-Matapédia,3608262625
Lac-au-Saumon,3608262627
Amqui,3608262628
La Rédemption,3608264390
Saint-Cléophas,3608264391
Sainte-Florence,3608265747
Albertville,3608265748
Les Hauteurs,3608268165
Rivière-Vaseuse,3608268166
Saint-Zénon-du-Lac-Humqui,3608268167
Lac-Alfred,3608268168
Saint-Léon-le-Grand,3608268169
Sainte-Irène,3608268170
Saint-Charles-Garnier,3608268275
Port-Daniel-Gascons,3608271756
Paspébiac,3608271757
New Carlisle,3608271758
Bonaventure,3608271759
Saint-Siméon,3608271760
Caplan,3608271761
New Richmond,3608271762
Escuminac,3608271763
Nouvelle,3608271764
Carleton-sur-Mer,3608271765
Gesgapegiag,3608271766
Maria,3608271767
Saint-François-d'Assise,3608271768
L'Ascension-de-Patapédia,3608271769
Ruisseau-Ferguson,3608271770
Rivière-Patapédia-Est,3608271771
Lac-des-Eaux-Mortes,3608271772
Lac-à-la-Croix,3608271773
Mont-Alexandre,3608271774
Cascapédia-Saint-Jules,3608271775
Chandler,3608271776
Pointe-à-la-Croix,3608274884
Saint-André-de-Restigouche,3608274885
Saint-Alexis-de-Matapédia,3608274886
Matapédia,3608274887
Ristigouche-Partie-Sud-Est,3608274888
Hope,3608276145
Hope Town,3608276146
Saint-Godefroi,3608276147
Shigawake,3608276148
Portneuf,3608277021
Saint-Basile,3608277027
Cap-Santé,3608277031
Deschambault-Grondines,3608277335
Saint-Prosper-de-Champlain,3608277354
Sainte-Anne-de-la-Pérade,3608277355
Saint-Marc-des-Carrières,3608277356
Saint-Gilbert,3608277357
Saint-Casimir,3608279175
Saint-Thuribe,3608279176
Saint-Ubalde,3608279177
L'Anse-Saint-Jean,3608279999
Petit-Saguenay,3608280001
Saint-Félix-d'Otis,3608280062
Rivière-Éternité,3608280063
Ferland-et-Boilleau,3608280192
Lac-au-Brochet,3608281747
Rivière-aux-Outardes,3608281748
Mont-Valin,3608281749
Passes-Dangereuses,3608282142
Caniapiscau,3608282723
Rivière-Mouchalagane,3608282724
Lac-Walker,3608282725
Rivière-Nipissis,3608282726
Baie-Obaoca,3608292643
Baie-Atibenne,3608292716
Lac-du-Taureau,3608292783
Lac-Devenyns,3608293311
Lac-Minaki,3608293394
Lac-Matawin,3608293523
Lac-Santé,3608293607
Lac-des-Dix-Milles,3608293608
Lac-Legendre,3608293609
Saint-Guillaume-Nord,3608293750
Lac-Wagwabika,3608294675
Lac-Cabasta,3608294694
Baie-de-la-Bouteille,3608294984
L'Épiphanie,3608325030
Fort-Coulonge,3608353638
Shawville,3608353789
Lac-Chicobi,3608359838
La Reine,3608362516
Saint-Lambert,3608362517
Normétal,3608362518
La Sarre,3608363564
Chazel,3608363565
Val-Saint-Gilles,3608363566
Sainte-Hélène-de-Mancebourg,3608363567
Clermont,3608363568
Clerval,3608363569
Dupuy,3608363570
Macamic,3608363974
Laforce,3608364603
Moffet,3608364634
Lac-Granet,3608364665
Laverlochère-Angliers,3608364714
Rémigny,3608364749
Guérin,3608364810
Nédélec,3608364828
Lac-Metei,3608365714
Matchi-Manitou,3608365715
Saint-Bruno-de-Guigues,3608366079
Lorrainville,3608366111
Notre-Dame-du-Nord,3608366112
Saint-Eugène-de-Guigues,3608366124
Béarn,3608366269
Belleterre,3608366270
Latulipe-et-Gaboury,3608366271
Fugèreville,3608366272
Saint-Édouard-de-Fabre,3608367136
Laniel,3608367861
Kipawa,3608367980
Témiscaming,3608367981
Duhamel-Ouest,3608368053
Les Lacs-du-Témiscamingue,3608368091
Opacikoteak Ecitacikewapan / Hunter's Point,3608368359
Winneway,3608368498
Albanel,3608373768
Saint-Eugène-d'Argentenay,3608373997
Girardville,3608373998
Notre-Dame-de-Lorette,3608373999
Saint-Stanislas,3608374000
Saint-Edmond-les-Plaines,3608374001
Saint-Thomas-Didyme,3608374002
Dolbeau-Mistassini,3608374202
Sainte-Jeanne-d'Arc,3608374210
Péribonka,3608374227
Saint-Augustin,3608374228
Alma,3608374471
Labrecque,3608374472
L'Ascension-de-Notre-Seigneur,3608374473
Saint-Henri-de-Taillon,3608374474
Sainte-Monique,3608374475
Bégin,3608374506
Saint-Nazaire,3608374507
Lamarche,3608374524
Saint-Gédéon,3608374534
Saint-David-de-Falardeau,3608374535
Saint-Ambroise,3608374537
Saint-Bruno,3608374596
Desbiens,3608374628
Métabetchouan–Lac-à-la-Croix,3608374629
Hébertville,3608374630
Hébertville-Station,3608374631
Lac-Moncouche,3608376233
Lac-Achouakan,3608376234
Belle-Rivière,3608376235
Saint-Honoré,3608377413
Saint-Fulgence,3608377420
Saint-Charles-de-Bourget,3608378349
Sainte-Rose-du-Nord,3608378421
Lac-Ministuk,3608378458
Lalemant,3608378465
Mont-Apica,3608379449
Notre-Dame-des-Anges,3608381589
Grandes-Piles,3608393955
Saint-Roch-de-Mékinac,3608393956
Saint-Séverin,3608393957
Hérouxville,3608393958
Lac-aux-Sables,3608394056
Saint-Adelphe,3608394057
Sainte-Thècle,3608394058
Trois-Rives,3608394096
Lac-Masketsi,3608394097
Lac-Boulé,3608394424
Rivière-de-la-Savane,3608394425
Lac-Normand,3608394426
Lac-Pikauba,3608397614
Grosse-Île,3608402196
Les Îles-de-la-Madeleine,3608402197
Rivière-Nouvelle,3608406163
Saint-Elzéar,3608408070
Saint-Alphonse,3608408082
Collines-du-Basque,3608408254
Lac-des-Aigles,3608420436
Lac-Vacher,3608449496
Lac-Juillet,3608449502
Senneterre (paroisse),3608450479
Lebel-sur-Quévillon,3608477445
Matagami,3608478658
Notre-Dame-de-Montauban,3608478961
Saint-Lambert,3608479338
Saint-Joseph-de-Sorel,3608480876
ᐊᑯᓕᕕᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Akulivik (village),3608490188
ᐙᐱᒫᑯᔥᑐᐃ (ᐅᑌᓈᐤ) / Whapmagoostui (village),3608490438
ᐃᓄᒃᔪᐊᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Inukjuak (terre),3608492856
ᐃᕗᔨᕕᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Ivujivik (terre),3608492877
ᑲᖏᖅᓱᐊᓗᔾᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangiqsualujjuaq (terre),3608495494
ᑲᖏᖅᓱᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangiqsujuaq (village),3608495564
ᑲᖏᕐᓱᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangirsuk (terre),3608495612
ᑰᔾᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kuujjuaq (terre),3608495694
Rivière-Bonaventure,3608513256
Baie-d'Hudson,3608514211
ᓴᓪᓗᐃᑦ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Salluit (terre),3608516272
Chapais,3608744517
Rivière-Koksoak,3608792922
West Carleton,3609245427
ᑲᖏᖅᓱᐊᓗᔾᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangiqsualujjuaq (village),3609388091
ᑰᔾᔪᐊᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kuujjuaq (village),3609388295
ᑕᓯᐅᔭᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Tasiujaq (terre),3609388430
ᑕᓯᐅᔭᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Tasiujaq (village),3609388431
ᐊᐅᐸᓗᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Aupaluk (terre),3609388600
ᐊᐅᐸᓗᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Aupaluk (village),3609388601
ᑲᖏᕐᓱᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kangirsuk (village),3609388634
ᖁᐊᖅᑕᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Quaqtaq (village),3609388684
ᖁᐊᖅᑕᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Quaqtaq (terre),3609388808
ᑲᖏᖅᓱᔪᐊᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kangiqsujuaq (terre),3609388839
ᓴᓪᓗᐃᑦ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Salluit (village),3609389056
ᐃᕗᔨᕕᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Ivujivik (village),3609389089
ᐊᑯᓕᕕᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Akulivik (terre),3609390576
ᐳᕕᕐᓂᑐᖅ Puvirnituq,3609390593
ᐃᓄᒃᔪᐊᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Inukjuak (village),3609390720
ᐙᐱᒫᑯᔥᑐᐃ (ᐊᔅᒌ) / Whapmagoostui (terre),3609391148
ᑰᔾᔪᐊᕌᐱᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Kuujjuarapik (village),3609391149
ᑰᔾᔪᐊᕌᐱᒃ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Kuujjuarapik (terre),3609391150
ᐅᒥᐅᔭᖅ (ᐊᕕᒃᑐᖅᓯᒪᓂᖓ) / Umiujaq (terre),3609391174
ᐅᒥᐅᔭᖅ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Umiujaq (village),3609391175
Akwesasne 15,3612295866
ᑲᐛᐛᒋᑲᒪᒡ (ᐅᑌᓈᐤ) / Kawawachikamach (village),3612873747
ᐐᒥᓂᒌ (ᐅᑌᓈᐤ) / Wemindji (village),3612893850
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Wemindji (terre),3612893851
ᐄᔅᒣᐃᓐ (ᐅᑌᓈᐤ) / Eastmain (village),3612893894
ᐄᔅᒣᐃᓐ (ᐊᔅᒌ) / Eastmain (terre),3612893895
ᒋᓵᓰᐲ (ᐊᔅᒌ) / Chisasibi (terre),3613266133
Chisasibi (Village),3613266134
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐊᔅᒌ) / Waskaganish (terre),3613266168
ᐙᔅᑳᐦᐄᑲᓂᔥ (ᐅᑌᓈᐤ) / Waskaganish (village),3613266169
ᐐᒥᓂᒌ (ᐊᔅᒌ) / Waswanipi (terre),3613266175
ᐙᔂᓂᐲ (ᐅᑌᓈᐤ) / Waswanipi (village),3613266176
ᐆᒉᐳᑯᒨ (ᐊᔅᒌ) / Oujé-Bougoumou (terre),3613266179
ᒥᔅᑎᓯᓃ (ᐅᑌᓈᐤ) / Mistissini (village),3613266598
ᒥᔅᑎᓯᓃ (ᐊᔅᒌ) / Mistissini (terre),3613267724
ᓀᒥᔅᑳᐤ (ᐅᑌᓈᐤ) / Nemaska (village),3613267976
ᓀᒥᔅᑳᐤ (ᐊᔅᒌ) / Nemaska (terre),3613267977
La Morandière-Rochebaucourt,3616785732
Courcelles–Saint-Évariste,3616866124
Sainte-Élisabeth-de-Proulx,3618529087
Amos,3618741228
